2014 Jan,2014 Feb,2014 Mar,2014 Apr,2014 May,2014 Jun,2014 Jul,2014 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Dec,2015 Jan,2015 Feb,2015 Mar,2015 Apr,2015 May,2015 Jun,2015 Jul,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec,2016 Jan,2016 Feb,2016 Mar,2016 Apr,2016 May,2016 Jun,2016 Jul,2016 Aug,2016 Sep,2016 Oct,2016 Nov,2016 Dec,2017 Jan,2017 Feb,2017 Mar,2017 Apr,2017 May,2017 Jun,2017 Jul,2017 Aug,2017 Sep,2017 Oct,2017 Nov,2017 Dec,2018 Jan,2018 Feb,2018 Mar,2018 Apr,2018 May,2018 Jun,2018 Jul,2018 Aug,2018 Sep,2018 Oct,2018 Nov,2018 Dec,2019 Jan,2019 Feb,2019 Mar,2019 Apr,2019 May,2019 Jun
-4.5,-1.7,0.9,-6.9,-6.8,-1.3,2.0,3.2,1.9,6.8,5.7,3.8,7.3,1.4,2.9,6.1,5.3,7.0,5.7,7.1,3.3,2.7,4.6,4.6,0.5,2.9,2.7,1.6,2.5,0.3,3.5,-1.7,1.1,1.4,-0.1,-0.4,0.4,1.7,2.2,0.8,0.2,0.9,1.4,2.3,-1.5,-0.6,3.4,5.4,0.3,-3.1,-1.1,0.8,-0.2,0.4,-3.1,-1.7,2.1,0.3,-1.6,-6.0,-1.1,-0.5,-1.0,-1.6,-3.8,-7.4
