2014 1Q,2014 2Q,2014 3Q,2014 4Q,2015 1Q,2015 2Q,2015 3Q,2015 4Q,2016 1Q,2016 2Q,2016 3Q,2016 4Q,2017 1Q,2017 2Q,2017 3Q,2017 4Q,2018 1Q,2018 2Q,2018 3Q,2018 4Q,2019 1Q,2019 2Q
-1.0,-5.8,2.4,5.8,3.5,6.3,5.5,3.2,2.6,1.9,1.0,0.5,1.1,0.5,0.4,3.0,-1.7,0.4,-1.0,-2.4,-0.6,-4.6
