1976 1Q,1976 2Q,1976 3Q,1976 4Q,1977 1Q,1977 2Q,1977 3Q,1977 4Q,1978 1Q,1978 2Q,1978 3Q,1978 4Q,1979 1Q,1979 2Q,1979 3Q,1979 4Q,1980 1Q,1980 2Q,1980 3Q,1980 4Q,1981 1Q,1981 2Q,1981 3Q,1981 4Q,1982 1Q,1982 2Q,1982 3Q,1982 4Q,1983 1Q,1983 2Q,1983 3Q,1983 4Q,1984 1Q,1984 2Q,1984 3Q,1984 4Q,1985 1Q,1985 2Q,1985 3Q,1985 4Q,1986 1Q,1986 2Q,1986 3Q,1986 4Q,1987 1Q,1987 2Q,1987 3Q,1987 4Q,1988 1Q,1988 2Q,1988 3Q,1988 4Q,1989 1Q,1989 2Q,1989 3Q,1989 4Q,1990 1Q,1990 2Q,1990 3Q,1990 4Q,1991 1Q,1991 2Q,1991 3Q,1991 4Q,1992 1Q,1992 2Q,1992 3Q,1992 4Q,1993 1Q,1993 2Q,1993 3Q,1993 4Q,1994 1Q,1994 2Q,1994 3Q,1994 4Q,1995 1Q,1995 2Q,1995 3Q,1995 4Q,1996 1Q,1996 2Q,1996 3Q,1996 4Q,1997 1Q,1997 2Q,1997 3Q,1997 4Q,1998 1Q,1998 2Q,1998 3Q,1998 4Q,1999 1Q,1999 2Q,1999 3Q,1999 4Q,2000 1Q,2000 2Q,2000 3Q,2000 4Q,2001 1Q,2001 2Q,2001 3Q,2001 4Q,2002 1Q,2002 2Q,2002 3Q,2002 4Q,2003 1Q,2003 2Q,2003 3Q,2003 4Q,2004 1Q,2004 2Q,2004 3Q,2004 4Q,2005 1Q,2005 2Q,2005 3Q,2005 4Q,2006 1Q,2006 2Q,2006 3Q,2006 4Q,2007 1Q,2007 2Q,2007 3Q,2007 4Q,2008 1Q,2008 2Q,2008 3Q,2008 4Q,2009 1Q,2009 2Q,2009 3Q,2009 4Q,2010 1Q,2010 2Q,2010 3Q,2010 4Q,2011 1Q,2011 2Q,2011 3Q,2011 4Q,2012 1Q,2012 2Q,2012 3Q,2012 4Q,2013 1Q,2013 2Q,2013 3Q,2013 4Q,2014 1Q,2014 2Q,2014 3Q,2014 4Q,2015 1Q,2015 2Q,2015 3Q,2015 4Q,2016 1Q,2016 2Q,2016 3Q,2016 4Q,2017 1Q,2017 2Q,2017 3Q,2017 4Q,2018 1Q,2018 2Q,2018 3Q,2018 4Q,2019 1Q,2019 2Q
8.2,7.4,7.2,7.0,6.2,7.6,6.4,7.2,5.6,6.2,8.8,10.2,9.5,10.7,8.2,9.9,11.5,10.3,10.3,8.5,10.3,11.5,11.2,10.4,9.1,7.4,6.4,5.7,7.6,8.0,8.6,10.0,10.9,9.8,8.8,5.9,3.9,-0.1,-2.3,-3.8,-4.0,0.1,2.9,6.5,8.1,10.2,12.3,12.5,11.1,12.0,11.2,10.7,9.9,11.4,9.9,9.5,14.0,8.8,8.8,8.1,6.4,6.5,7.3,6.5,5.7,5.4,6.7,8.7,9.0,12.3,11.5,12.9,13.5,10.3,11.8,9.0,5.2,7.2,8.4,7.8,11.8,8.8,4.1,5.7,5.7,9.5,10.9,7.1,1.5,-2.4,-5.0,-2.6,2.2,5.4,8.0,7.1,8.8,8.1,9.7,9.6,5.7,0.6,-5.0,-4.9,-1.1,4.2,6.6,6.1,4.2,-0.3,5.3,8.9,10.3,13.4,8.3,7.7,5.2,6.2,8.6,9.4,10.4,8.9,8.5,8.3,8.6,10.0,11.0,6.6,8.2,3.3,-0.1,-3.4,-7.7,-1.2,2.8,6.8,16.0,18.6,10.4,13.4,9.4,3.1,7.7,5.2,4.9,6.1,2.1,4.7,3.3,4.6,6.1,5.2,4.3,3.3,3.6,4.4,2.9,3.0,3.5,2.1,3.1,2.5,2.4,3.9,3.7,3.0,4.6,3.6,4.6,4.2,2.6,1.3,1.1,0.1
