2013 Jan,2013 Feb,2013 Mar,2013 Apr,2013 May,2013 Jun,2013 Jul,2013 Aug,2013 Sep,2013 Oct,2013 Nov,2013 Dec,2014 Jan,2014 Feb,2014 Mar,2014 Apr,2014 May,2014 Jun,2014 Jul,2014 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Dec,2015 Jan,2015 Feb,2015 Mar,2015 Apr,2015 May,2015 Jun,2015 Jul,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec,2016 Jan,2016 Feb,2016 Mar,2016 Apr,2016 May,2016 Jun,2016 Jul,2016 Aug,2016 Sep,2016 Oct,2016 Nov,2016 Dec,2017 Jan,2017 Feb,2017 Mar,2017 Apr,2017 May,2017 Jun,2017 Jul,2017 Aug,2017 Sep,2017 Oct,2017 Nov,2017 Dec,2018 Jan,2018 Feb,2018 Mar,2018 Apr,2018 May,2018 Jun,2018 Jul,2018 Aug,2018 Sep,2018 Oct,2018 Nov,2018 Dec,2019 Jan,2019 Feb,2019 Mar,2019 Apr,2019 May,2019 Jun
"82,541,865.000000000","72,915,521.000000000","80,374,024.000000000","87,749,589.000000000","87,712,431.000000000","82,677,400.0000000","90,009,611.000000000","84,320,793.000000000","86,777,871.000000000","92,787,692.000000000","82,011,099.000000000","81,200,008.000000000","86,109,609.000000000","78,349,171.000000000","89,094,506.000000000","89,000,351.000000000","85,571,038.000000000","81,821,835.000000000","84,410,904.000000000","80,280,884.000000000","85,831,628.000000000","86,236,478.000000000","77,414,201.000000000","80,529,402.000000000","77,900,845.000000000","64,476,544.000000000","85,166,186.000000000","79,096,446.000000000","72,991,940.00000000","77,939,565.000000000","80,314,625.000000000","73,760,090.00000000","75,845,721.000000000","79,471,169.000000000","72,782,688.000000000","75,472,971.000000000","66,757,163.000000000","63,342,636.000000000","72,481,977.000000000","71,014,961.000000000","71,830,064.000000000","73,370,914.000000000","70,069,579.000000000","72,155,962.000000000","72,450,495.000000000","73,575,640.00000000","79,372,050.00000000","83,794,771.000000000","77,130,382.000000000","72,372,936.000000000","86,060,240.00000000","74,973,092.000000000","83,094,747.000000000","78,740,859.000000000","79,504,111.000000000","83,167,699.000000000","76,911,015.000000000","83,086,700.0000000","87,363,140.00000000","84,697,495.000000000","82,618,004.000000000","73,545,913.000000000","85,347,639.000000000","82,874,847.000000000","91,247,498.000000000","86,748,324.000000000","93,279,293.000000000","94,250,764.000000000","87,289,930.00000000","98,783,433.000000000","93,814,550.00000000","86,058,910.00000000","86,084,269.000000000","75,947,265.000000000","84,571,918.000000000","85,537,594.000000000","89,270,531.000000000","80,405,391.000000000"
