1979 1Q,1979 2Q,1979 3Q,1979 4Q,1980 1Q,1980 2Q,1980 3Q,1980 4Q,1981 1Q,1981 2Q,1981 3Q,1981 4Q,1982 1Q,1982 2Q,1982 3Q,1982 4Q,1983 1Q,1983 2Q,1983 3Q,1983 4Q,1984 1Q,1984 2Q,1984 3Q,1984 4Q,1985 1Q,1985 2Q,1985 3Q,1985 4Q,1986 1Q,1986 2Q,1986 3Q,1986 4Q,1987 1Q,1987 2Q,1987 3Q,1987 4Q,1988 1Q,1988 2Q,1988 3Q,1988 4Q,1989 1Q,1989 2Q,1989 3Q,1989 4Q,1990 1Q,1990 2Q,1990 3Q,1990 4Q,1991 1Q,1991 2Q,1991 3Q,1991 4Q,1992 1Q,1992 2Q,1992 3Q,1992 4Q,1993 1Q,1993 2Q,1993 3Q,1993 4Q,1994 1Q,1994 2Q,1994 3Q,1994 4Q,1995 1Q,1995 2Q,1995 3Q,1995 4Q,1996 1Q,1996 2Q,1996 3Q,1996 4Q,1997 1Q,1997 2Q,1997 3Q,1997 4Q,1998 1Q,1998 2Q,1998 3Q,1998 4Q,1999 1Q,1999 2Q,1999 3Q,1999 4Q,2000 1Q,2000 2Q,2000 3Q,2000 4Q,2001 1Q,2001 2Q,2001 3Q,2001 4Q,2002 1Q,2002 2Q,2002 3Q,2002 4Q,2003 1Q,2003 2Q,2003 3Q,2003 4Q,2004 1Q,2004 2Q,2004 3Q,2004 4Q,2005 1Q,2005 2Q,2005 3Q,2005 4Q,2006 1Q,2006 2Q,2006 3Q,2006 4Q,2007 1Q,2007 2Q,2007 3Q,2007 4Q,2008 1Q,2008 2Q,2008 3Q,2008 4Q,2009 1Q,2009 2Q,2009 3Q,2009 4Q,2010 1Q,2010 2Q,2010 3Q,2010 4Q,2011 1Q,2011 2Q,2011 3Q,2011 4Q,2012 1Q,2012 2Q,2012 3Q,2012 4Q,2013 1Q,2013 2Q,2013 3Q,2013 4Q,2014 1Q,2014 2Q,2014 3Q,2014 4Q,2015 1Q,2015 2Q,2015 3Q,2015 4Q,2016 1Q,2016 2Q,2016 3Q,2016 4Q,2017 1Q,2017 2Q,2017 3Q,2017 4Q,2018 1Q,2018 2Q,2018 3Q,2018 4Q,2019 1Q,2019 2Q
8.9,4.1,0.8,6.9,5.4,4.7,11.8,12.9,13.3,20.7,8.8,2.0,-1.3,-5.0,-3.6,3.6,9.9,14.1,19.5,16.5,8.4,2.9,-2.2,-6.0,-8.9,-11.2,-9.2,-5.5,1.8,8.5,11.7,11.3,12.2,14.5,19.8,14.3,9.8,7.8,3.3,5.5,9.7,7.7,7.8,9.4,9.1,9.2,5.1,2.5,1.8,3.4,7.5,7.5,6.0,5.6,2.6,5.3,6.6,4.2,4.9,7.2,5.3,6.3,7.7,5.2,4.0,3.1,3.6,0.8,2.1,2.4,0.0,2.2,3.5,4.5,4.2,1.1,-4.4,-8.5,-7.7,-3.5,3.8,13.7,16.1,15.9,11.2,3.7,0.6,-5.3,-7.2,-9.8,-10.3,-3.9,3.4,8.0,7.1,4.1,-3.4,-1.7,5.5,8.8,16.5,13.9,7.6,2.9,0.8,0.0,2.2,4.8,3.5,4.8,2.8,4.1,7.3,10.1,11.1,8.3,2.1,-1.3,-2.0,-10.9,-10.1,-3.7,2.9,17.1,21.7,11.9,5.0,3.1,0.1,2.3,-1.0,-2.2,1.9,-0.9,2.2,2.7,0.3,3.4,4.4,3.9,0.6,0.6,-0.1,0.2,-0.5,-0.6,-2.5,-3.7,-1.9,-1.1,1.6,3.4,7.3,5.7,6.4,7.4,3.7,3.5,1.5,-0.6,-0.3,-1.3
